StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,con,sex,age,moliv,faliv,sib,cuz,roma,sibliv,cuzliv,orient,init,sibgen,WTRso_1,WTRso_2,WTRso_3,WTRso_4,WTRso_5,WTRso_6,WTRso_7,WTRso_8,WTRso_9,WTRso_10,WTRos_1,WTRos_2,WTRos_3,WTRos_4,WTRos_5,WTRos_6,WTRos_7,WTRos_8,WTRos_9,WTRos_10,M0_1,M0_2,M0_3,M0_4,M0_5,M0_6,M0_7,M0_8,M0_9,M0_10,M0_11,M0_12,Q57_1,Q57_2,Q57_3,Q57_4,Q57_5,Q57_6,Q57_7,Q57_8,Q57_9,Q57_10,Q57_11,Q57_12,Q58_1,Q58_2,Q58_3,Q58_4,Q58_5,Q58_6,Q58_7,Q58_8,Q58_9,Q58_10,Q58_11,Q58_12,Q59_1,Q59_2,Q59_3,Q59_4,Q59_5,Q59_6,Q59_7,Q59_8,Q59_9,Q59_10,Q59_11,Q59_12,Q60_1,Q60_2,Q60_3,Q60_4,Q60_5,Q60_6,Q60_7,Q60_8,Q60_9,Q60_10,Q60_11,Q60_12,cond,init
2014-04-01 10:59:03,2014-04-01 11:01:36,0,204.84.205.200,,153,0,2014-04-08 11:01:59,R_789dHqdM9Uicz2J,,,,,,1,1,12,1,1,2,1,1,,1,2,joe,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your father,joe
2014-04-01 11:23:34,2014-04-01 11:28:11,0,24.140.129.122,,277,0,2014-04-08 11:28:33,R_1ZwvLl4Lvvf5ebH,,,,,,1,2,34,2,2,1,1,1,1,1,2,James,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,1,6,6,1,5,6,1,3,1,your romantic partner,James
2014-04-08 11:39:47,2014-04-08 11:43:17,0,156.99.40.14,,210,1,2014-04-08 11:43:18,R_9nJH1Ukv5V39aPH,,,,,,1,2,25,2,2,1,1,2,1,1,,Dave,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,2,3,6,6,6,5,5,6,6,2,your oldest living sibling,Dave
2014-04-08 11:42:49,2014-04-08 11:46:02,0,71.56.106.124,,193,1,2014-04-08 11:46:02,R_eK89AAOqwUgsuvr,,,,,,1,2,11,1,2,1,1,1,1,1,1,Kellan,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,2,5,4,1,4,4,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,your romantic partner,Kellan
2014-04-01 11:49:29,2014-04-01 11:50:05,0,199.99.195.10,,36,0,2014-04-08 11:50:16,R_8ekbb3rQMHf4eHz,,,,,,1,2,41,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-01 11:44:57,2014-04-01 11:50:17,0,129.81.174.134,,320,0,2014-04-08 11:50:26,R_2hFcXN4tIi0txT7,,,,,,1,2,20,1,1,1,1,1,1,1,1,karen,,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,2,6,6,5,6,6,6,2,4,,,,,,,,,,,,,your first cousin,
2014-04-01 08:36:21,2014-04-01 11:53:01,0,98.183.54.194,,11800,0,2014-04-08 11:53:11,R_2udTzdNOQXoMotL,,,,,,1,1,27,1,1,1,1,1,1,1,2,Jill,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,3,1,2,5,5,2,3,4,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,your mother,Jill
2014-04-01 11:43:32,2014-04-01 11:53:31,0,199.99.195.10,,599,0,2014-04-08 11:53:46,R_d7mNlcQ90VjKozX,,,,,,1,2,41,2,2,1,1,1,1,1,1,Suzanne,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your first cousin,
2014-04-01 11:10:18,2014-04-01 11:57:57,0,96.4.175.230,,2859,0,2014-04-08 11:58:05,R_4NJpPidXkDpkQo5,,,,,,1,2,21,1,2,1,1,2,1,1,,TaMetria,,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,4,2,1,5,5,5,1,4,2,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your closest friend,TaMetria
2014-04-08 12:04:25,2014-04-08 12:08:38,0,72.227.124.65,,253,1,2014-04-08 12:08:38,R_4O6WyCkSVSVKhOR,,,,,,1,2,21,1,1,1,1,1,1,1,2,greg,,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,3,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your first cousin,
2014-04-08 12:05:43,2014-04-08 12:09:08,0,98.182.36.53,,205,1,2014-04-08 12:09:08,R_4JzwO8VPBQXrYBT,,,,,,1,1,11,1,2,1,1,1,1,1,2,nicholle,,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,5,5,4,4,5,3,3,5,3,5,,,,,,,,,,,,,your first cousin,
2014-04-08 12:33:49,2014-04-08 12:37:19,0,75.87.252.229,,210,1,2014-04-08 12:37:19,R_cUviGGFLiW9GmEJ,,,,,,1,1,6,1,1,1,1,2,1,1,,Joey,,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,,,,,,,,,,,,4,4,6,6,5,2,5,3,2,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your first cousin,
2014-04-08 12:51:53,2014-04-08 12:55:58,0,68.188.199.43,,245,1,2014-04-08 12:55:58,R_bgvMpu0vJGYB68l,,,,,,1,1,7,1,1,1,1,2,1,1,,Shannon,,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,4,4,2,2,4,4,3,2,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your mother,Shannon
2014-04-01 13:18:37,2014-04-01 13:27:50,0,72.83.46.111,,553,0,2014-04-08 13:34:31,R_d50wH8NiQE7ed8h,,,,,,1,2,49,1,2,1,1,2,1,1,,Maurice,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,3,3,1,1,3,3,1,3,3,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your first cousin,
2014-04-01 13:59:36,2014-04-01 14:01:45,0,108.41.4.230,,129,0,2014-04-08 14:02:07,R_eXW5LJAUrpAek61,,,,,,1,2,5,1,2,1,1,2,1,1,,Gina,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,1,2,6,4,1,4,4,2,1,1,,,,,,,,,,,,,your oldest living sibling,Gina
2014-04-01 13:57:04,2014-04-01 14:07:18,0,174.31.174.108,,614,0,2014-04-08 14:07:26,R_430ToW7Oi1zKzzf,,,,,,1,2,30,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,5,4,1,1,5,5,1,4,5,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-04-01 14:19:50,2014-04-01 14:22:35,0,184.188.184.82,,165,0,2014-04-08 14:22:58,R_dimyj6ByYNQfAoJ,,,,,,1,1,16,1,1,1,1,1,1,1,2,Nathan,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,3,2,1,2,4,3,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your oldest living sibling,Nathan
2014-04-08 14:44:16,2014-04-08 14:48:13,0,68.187.228.33,,237,1,2014-04-08 14:48:13,R_3rDYYvrutd6wNTv,,,,,,1,1,16,1,2,1,1,1,1,1,2,beth,,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,4,5,4,6,3,4,4,5,,,,,,,,,,,,,your romantic partner,beth
2014-04-08 14:43:30,2014-04-08 14:48:23,0,174.46.36.53,,293,1,2014-04-08 14:48:23,R_bJGuCIJsncuj0rz,,,,,,1,2,15,1,1,2,1,1,,1,1,Meg,,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,5,3,5,5,3,5,5,3,5,3,your first cousin,
2014-04-01 14:44:59,2014-04-01 14:48:04,0,199.218.124.2,,185,0,2014-04-08 14:48:39,R_54IkePQ44LTxIoJ,,,,,,1,1,7,1,1,1,1,1,1,1,2,Kathalyn,,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,1,5,5,1,5,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,your romantic partner,Kathalyn
2014-04-08 15:00:29,2014-04-08 15:02:44,0,129.118.2.122,,135,1,2014-04-08 15:02:45,R_9LxX2bjPmvabJWd,,,,,,1,1,6,1,1,1,1,1,1,1,2,,,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,2,3,3,2,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-04-08 15:07:17,2014-04-08 15:11:25,0,24.177.65.110,,248,1,2014-04-08 15:11:25,R_dhsKqvskQ9awPJ3,,,,,,1,2,10,1,1,1,1,1,1,1,1,Ezra,,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,2,3,6,6,4,6,6,6,3,5,,,,,,,,,,,,,your father,Ezra
2014-04-08 15:16:50,2014-04-08 15:21:08,0,71.122.196.77,,258,1,2014-04-08 15:21:09,R_7aFUF6V28PdaMm1,,,,,,1,1,5,1,1,1,1,1,1,1,2,Jessie,,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,5,1,1,2,6,1,5,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your closest friend,Jessie
2014-04-01 15:13:07,2014-04-01 15:22:10,0,75.219.116.230,,543,0,2014-04-08 15:22:22,R_eXt0hYXIQj5uV9z,,,,,,1,1,7,1,1,1,1,1,1,1,2,,,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,3,5,6,6,5,6,6,5,5,5,,,,,,,,,,,,,a stranger,a stranger
2014-04-01 15:22:45,2014-04-01 15:25:03,0,24.106.41.6,,138,0,2014-04-08 15:25:14,R_cw5TTrb7YskeUXX,,,,,,1,2,5,1,1,1,1,1,1,1,1,Bob,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,4,4,4,4,2,4,4,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your romantic partner,Bob
2014-04-01 15:21:35,2014-04-01 15:27:14,0,130.71.6.234,,339,0,2014-04-08 15:27:23,R_8rgB4Pz5dobBV8p,,,,,,1,1,2,1,1,1,1,1,1,1,2,Liza,,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,3,2,1,5,5,5,4,2,3,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,Liza
2014-04-01 15:26:06,2014-04-01 15:28:42,0,98.22.103.87,,156,0,2014-04-08 15:29:00,R_e9E59Xbtlrrv58p,,,,,,1,2,43,2,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,
2014-04-01 15:45:08,2014-04-01 15:49:30,0,76.124.50.237,,262,0,2014-04-08 15:49:47,R_07KpByQZtutw05L,,,,,,1,2,10,1,1,1,1,1,2,1,1,,,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,4,4,1,1,3,3,2,3,3,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-04-01 16:13:20,2014-04-01 16:17:40,0,98.218.57.101,,260,0,2014-04-08 16:17:54,R_1A1Srr9TGMUbG1D,,,,,,1,2,9,2,1,1,2,1,1,,1,melissa,,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your closest friend,melissa
2014-04-08 16:21:09,2014-04-08 16:24:04,0,76.112.255.118,,175,1,2014-04-08 16:24:04,R_eeC1izyVVUAutYF,,,,,,1,2,11,1,1,1,1,1,1,1,1,Christina,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,3,3,1,2,3,4,2,3,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your first cousin,
2014-04-01 16:21:10,2014-04-01 16:24:39,0,24.160.122.17,,209,0,2014-04-08 16:24:47,R_e2wcLlHHiSUUVhP,,,,,,1,1,2,1,1,1,2,2,1,,,Gina,,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,5,6,6,5,6,6,4,5,5,your mother,Gina
2014-04-01 16:48:17,2014-04-01 16:54:34,0,68.12.5.58,,377,0,2014-04-08 16:54:40,R_245y1IDJpSibyZv,,,,,,1,2,16,1,1,1,1,1,1,1,1,Mike,,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,4,4,2,3,4,4,3,4,4,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your father,Mike
2014-04-08 17:08:03,2014-04-08 17:12:40,0,69.253.137.202,,277,1,2014-04-08 17:12:40,R_b9JgeRrdKwh264B,,,,,,1,2,18,1,1,2,1,1,,1,1,,,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-04-01 17:23:43,2014-04-01 17:28:44,0,64.32.137.132,,301,0,2014-04-08 17:28:52,R_b3NXt4vLwI4IL2t,,,,,,1,2,12,2,1,1,1,1,1,1,1,,,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,3,4,5,2,4,5,5,4,3,,,,,,,,,,,,,a stranger,a stranger
2014-04-08 17:35:44,2014-04-08 17:38:21,0,96.253.43.27,,157,1,2014-04-08 17:38:21,R_cTR2v7PEsAYiwJv,,,,,,1,2,7,1,1,1,1,1,1,1,1,Emerita,,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,5,5,5,5,4,4,5,5,2,your mother,Emerita
2014-04-08 17:41:13,2014-04-08 17:47:10,0,173.128.219.153,,357,1,2014-04-08 17:47:10,R_8kXhEMbyqN2GeZ7,,,,,,1,2,9,1,1,1,1,2,1,1,,Kathleen,,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,3,6,6,3,6,6,6,1,3,,,,,,,,,,,,,your closest friend,Kathleen
2014-04-08 17:48:23,2014-04-08 17:51:43,0,108.13.229.83,,200,1,2014-04-08 17:51:44,R_3OeeqQ6Ttux8MM5,,,,,,1,2,9,1,1,1,1,1,1,1,2,CK,,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,,,,,,,,,,,,,3,2,1,1,4,3,1,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,CK
2014-04-08 17:48:26,2014-04-08 17:53:36,0,96.247.155.66,,310,1,2014-04-08 17:53:36,R_eR4uqF4JvXbYgCh,,,,,,1,1,27,1,1,2,1,1,,1,2,david,,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,4,2,4,5,5,3,4,5,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,david
2014-04-01 17:49:28,2014-04-01 17:59:42,0,216.169.136.156,,614,0,2014-04-08 17:59:59,R_6YF4dDZGhinWREh,,,,,,1,2,19,1,1,1,1,2,1,1,,Tatiana,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,4,6,6,6,6,3,4,6,6,3,your oldest living sibling,Tatiana
2014-04-01 17:56:23,2014-04-01 18:00:07,0,174.59.218.9,,224,0,2014-04-08 18:00:12,R_bfRTMixyas1MMAJ,,,,,,1,1,6,1,1,1,1,1,1,1,2,Tranetta,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,1,3,1,1,1,1,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,your mother,Tranetta
2014-04-01 18:00:06,2014-04-01 18:05:14,0,209.242.137.252,,308,0,2014-04-08 18:05:24,R_6txqvcGEpZ41PmZ,,,,,,1,2,9,1,1,1,1,1,2,1,1,Tracy,,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,2,6,6,5,6,6,6,4,5,,,,,,,,,,,,,your first cousin,
2014-04-01 18:03:41,2014-04-01 18:06:03,0,98.180.71.197,,142,0,2014-04-08 18:06:07,R_9N7rwjJfZB9eHlP,,,,,,1,2,25,2,2,1,1,2,1,1,,Kevin,,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your closest friend,Kevin
2014-04-01 18:08:14,2014-04-01 18:14:37,0,76.105.104.123,,383,0,2014-04-08 18:14:53,R_1zf8p8AqXm1A4lv,,,,,,1,1,22,1,1,1,1,1,1,1,2,fred,,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,2,4,6,6,4,5,6,4,3,6,your first cousin,
2014-04-01 18:10:42,2014-04-01 18:17:50,0,128.153.197.121,,428,0,2014-04-08 18:18:02,R_4PBeg5zqaUbXzq5,,,,,,1,1,4,1,1,1,1,1,1,1,2,Anne,,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,6,6,1,1,6,6,1,6,6,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your mother,Anne
2014-04-01 18:14:03,2014-04-01 18:27:58,0,174.50.119.29,,835,0,2014-04-08 18:28:08,R_cOaqU2Y9GIs6iAB,,,,,,1,2,13,2,2,1,1,2,1,1,,Walter,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your oldest living sibling,Walter
2014-04-08 18:29:17,2014-04-08 18:31:24,0,50.10.128.59,,127,1,2014-04-08 18:31:25,R_aVOh3zCQbteTkrj,,,,,,1,2,3,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a stranger,a stranger
2014-04-01 18:48:00,2014-04-01 18:55:42,0,64.58.0.58,,462,0,2014-04-08 18:55:47,R_7U3aRQipRlUYGs5,,,,,,1,2,32,1,2,1,1,1,1,1,1,Pat,,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,3,2,2,2,3,3,1,2,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your closest friend,Pat
2014-04-01 18:54:24,2014-04-01 18:57:24,0,63.248.38.211,,180,0,2014-04-08 18:57:39,R_3mkdv8IqETDR1Gt,,,,,,1,2,5,1,2,1,1,2,1,1,,R,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,5,5,1,1,5,5,2,5,5,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your mother,R
2014-04-08 19:03:49,2014-04-08 19:09:34,0,50.159.18.116,,345,1,2014-04-08 19:09:34,R_b8h9jf6jsBEuP89,,,,,,1,1,8,1,1,1,1,2,1,1,,Ross,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,3,3,2,3,3,3,1,2,3,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your oldest living sibling,Ross
2014-04-01 19:07:17,2014-04-01 19:11:02,0,98.189.5.169,,225,0,2014-04-08 19:11:07,R_9mETWaQIBlTnqyV,,,,,,1,1,8,1,1,1,1,1,1,1,2,Trevor,,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,1,6,6,2,6,6,2,1,2,,,,,,,,,,,,,your father,Trevor
2014-04-08 19:31:34,2014-04-08 19:34:50,0,72.87.178.147,,196,1,2014-04-08 19:34:50,R_38Z6ravBGfBR6Cx,,,,,,1,1,39,1,1,1,1,2,1,1,,kirt,,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,6,6,5,5,6,4,5,6,1,6,,,,,,,,,,,,,an acquaintance,kirt
2014-04-01 19:35:07,2014-04-01 19:39:49,0,72.229.157.163,,282,0,2014-04-08 19:39:54,R_0VeoGk9zYdI0G3P,,,,,,1,2,14,1,1,1,1,2,1,1,,Alex,,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,,,,,,,,,,,,,3,2,2,5,3,3,2,2,2,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,Alex
2014-04-08 19:39:59,2014-04-08 19:42:50,0,24.205.214.128,,171,1,2014-04-08 19:42:50,R_d6J8TOeeuc3GInj,,,,,,1,1,4,1,1,2,1,2,,1,,Jessica,,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your closest friend,Jessica
2014-04-08 19:41:45,2014-04-08 19:44:34,0,68.14.19.156,,169,1,2014-04-08 19:44:34,R_02pSVWXC9qOT23b,,,,,,1,2,9,1,1,1,1,1,1,1,1,T,,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,5,6,5,6,4,4,6,6,3,your romantic partner,T
2014-04-01 19:43:16,2014-04-01 19:47:06,0,66.169.54.90,,230,0,2014-04-08 19:47:19,R_e5OWNxRNUbBNCnz,,,,,,1,1,22,1,1,1,1,1,1,1,2,Donna,,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,4,4,2,4,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your mother,Donna
2014-04-08 19:50:01,2014-04-08 19:56:22,0,108.221.205.11,,381,1,2014-04-08 19:56:22,R_73qjbxZRbvsoItv,,,,,,1,2,8,1,1,1,1,2,1,1,,Susan,,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,6,5,5,6,4,4,6,6,6,,,,,,,,,,,,,your first cousin,
2014-04-01 20:08:30,2014-04-01 20:12:55,0,64.189.6.235,,265,0,2014-04-08 20:13:07,R_9NPrmLpOnghq2BT,,,,,,1,1,8,1,1,1,1,1,1,1,2,Shane,,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,3,5,1,5,6,6,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,your first cousin,
2014-04-08 20:07:49,2014-04-08 20:13:25,0,71.92.227.95,,336,1,2014-04-08 20:13:26,R_enB8e0szF8nhFkh,,,,,,1,1,4,1,1,2,1,2,,1,,Mary,,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,4,6,6,3,5,6,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,your mother,Mary
2014-04-01 20:10:02,2014-04-01 20:13:28,0,64.26.92.126,,206,0,2014-04-08 20:13:43,R_6KyzcZntNX2KqQB,,,,,,1,2,11,1,1,1,1,1,1,1,1,Briana,,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,,,,,,,,,,,,,3,4,1,2,3,3,1,3,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an acquaintance,Briana
2014-04-01 20:20:29,2014-04-01 20:27:49,0,24.63.51.64,,440,0,2014-04-08 20:27:56,R_5B9mT0SoC5OrKGF,,,,,,1,2,18,2,3,1,1,1,1,1,1,,,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,5,6,6,4,6,6,6,3,2,a stranger,a stranger
